DESCRIPTION,HASHTAGS,DATE_POSTED,COMMENTS_COUNT,LIKES_COUNT,VIDEO_VIEW_COUNT,COMMENT_TEXT,SENTIMENT
"Hur är det med den psykiska hälsan hos elever i nian? Det är stor skillnad på hur tjejer och killar mår, visar en enkät gjord bland niondeklassare i Sverige. Killarna uppger ett större välmående. Samtidigt är tjejer betydligt mer utsatta för sexuellt våld och sexuella trakasserier, både online och i verkligheten. Allt det här hänger ihop, menar forskarna bakom enkäten.

De som rapporterar att de varit utsatta för olika former av trakasserier uppger också i högre utsträckning ohälsa. Och ju fler former av trakasserier som eleverna har varit utsatta för, desto högre är sannolikheten att de också vittnar om psykosomatiska besvär, depressiva symtom och självskadebeteende.

Tjejer är i högre utsträckning än killar, utsatta för flera olika former av våld och trakasserier. Forskarna kallar det att vara ”multiutsatt”.

− De stora skillnader som syns mellan tjejers och killars psykiska hälsa är alarmerande och det finns en tydlig koppling till skillnaden i utsatthet, säger professor Katja Gillander Gådin vid Mittuniversitetet.

Vill du veta mer om forskningen? Gå in på www.forskning.se och sök på ”dickpic”. Länk till sajten finns i profilen hos @forskning.se 

#forskning #folkhälsovetenskap #folkhälsa #våldmotkvinnor #våldmotmän #skola #högstadiet #dickpics #depression #hälsa #trakasserier #sexuelltvåld #sexuellatrakasserier #metoo #självskadebeteende #psykiskohälsa #utsatthet #multiutsatthet @mittuniversitetet_mkv","[""#forskning"",""#folkhälsovetenskap"",""#folkhälsa"",""#våldmotkvinnor"",""#våldmotmän"",""#skola"",""#högstadiet"",""#dickpics"",""#depression"",""#hälsa"",""#trakasserier"",""#sexuelltvåld"",""#sexuellatrakasserier"",""#metoo"",""#självskadebeteende"",""#psykiskohälsa"",""#utsatthet"",""#multiutsatthet""]",2024-02-28,1,26,0,"[""Tack för att ni delar❤""]",negative
"Morgen bij ons in het theater: @naeeda_aurangzeb met haar voorstelling 𝟛𝟞𝟝 𝕕𝕒𝕘𝕖𝕟 𝕀𝕜. Naeeda verteld geestig-gênante anekdotes over wat ze als Nederlander van kleur en als vrouw meemaakt in het dagelijks leven.

👀Twijfel je nog? Lees meer over  𝟛𝟞𝟝 𝕕𝕒𝕘𝕖𝕟 𝕀𝕜 in ons magazine #linkinbio

🗓️donderdag 29 februari - 20.00u
🎟️tickets #linkinbio 

@kikproductions 

#laatstekans #theaterspecial #kikproducties #persoonlijk #maatschappelijk #metoo #theater #demeern #vleuten #leidscherijn","[""#linkinbio"",""#linkinbio"",""#laatstekans"",""#theaterspecial"",""#kikproducties"",""#persoonlijk"",""#maatschappelijk"",""#metoo"",""#theater"",""#demeern"",""#vleuten"",""#leidscherijn""]",2024-02-28,0,3,0,[],positive
"📢NEW PODCAST EPISODE! 📢 That Was The Moment... Forgiving My Attacker Set Me Free just dropped and is available on your favourite podcast app.

‌Listen to Lois's @lois_wagner_ inspiring story of activism, healing and forgiveness after she survived a violent and traumatic assault. 

That Was The Moment... podcast is a compilation of conversations with people from around the world who recall a moment that changed their life.

Listen now - links in bio!

#newpodcastepisode #thatwasthemoment #thatwasthemomentpodcast #lifechangingmoment

#traumahealing #traumahealingjourney #survivorstory #resilience #forgivenessisfreedom #emotionalhealing #speakupspeakout #metoo #fighter #advocate #activist #empowermentpodcast","[""#newpodcastepisode"",""#thatwasthemoment"",""#thatwasthemomentpodcast"",""#lifechangingmoment"",""#traumahealing"",""#traumahealingjourney"",""#survivorstory"",""#resilience"",""#forgivenessisfreedom"",""#emotionalhealing"",""#speakupspeakout"",""#metoo"",""#fighter"",""#advocate"",""#activist"",""#empowermentpodcast""]",2024-02-28,0,1,0,[],positive
"Linnea Wegerstad undervisar i straffrätt på juristprogrammet och forskar inom  ämnen som straffrätt, sexualbrott och feministisk rättsteori. Vi ser fram emot att hon nu kommer till oss för att föreläsa om det pågående forskningsprojektet ”The #metoo momentum and its aftermath: digital justice seeking and societal responses” hon är aktuell med just nu. 

Föreläsningen kommer hållas i rättegångssalen och vår sponsor Akavia kommer bjuda på kaffe. Fyll gärna i intresseanmälan i vilken ni också kan skicka in frågor till Linnea. 

Intresseanmälan
https://forms.gle/gwT5PKCRQvU8nvJP7","[""#metoo""]",2024-02-28,0,12,0,[],neutral
"เมื่อคนเจน Z อาจเลือกเป็น ‘อนุรักษ์นิยม’ มากกว่า ‘เสรีนิยม’ โดยมีสาเหตุหนึ่งมาจากเพศ

บทความจากเว็บไซต์ไฟแนนเชียลไทม์ส (Financial Times) สำนักข่าวเศรษฐกิจและการเงิน หยิบงานวิจัยของอลิซ อีแวนส์ (Alice Evans) นักวิจัยที่มหาวิทยาลัยสแตนฟอร์ด (Stanford University) ทำการสำรวจทัศนคติและอุดมการณ์ของชาวเจน Z พบว่า เจน Z บางส่วนเลือกที่จะมีแนวคิดอย่างอนุรักษ์นิยม ซึ่ง ‘เพศ’ กลายเป็นตัวแปรสำคัญในการเลือกแนวคิด 

อีแวนส์สำรวจความคิดและมุมมองของคนเจน Z ในประเทศต่างๆ ส่วนใหญ่ค่อนข้างมีช่องว่างทางอุดมการณ์ระหว่างเพศชายและหญิง อย่างในสหรัฐอเมริกา ผู้หญิงอายุระหว่าง 18 ถึง 30 ปี มีแนวคิดเป็นเสรีนิยมมากกว่าผู้ชายช่วงวัยเดียวกัน 30%

ขณะที่ผู้ชายในโปแลนด์เกือบครึ่งหนึ่งที่อายุระหว่าง 18-21 ปี สนับสนุนพรรคการเมืองที่เป็นฝ่ายขวา มากกว่าผู้หญิงในวัยเดียวกัน

ที่ฝั่งเอเชียอย่างเกาหลีใต้ ค่อนข้างแบ่งชัดเจนเลยว่าหญิงเจน Z และชายเจน Z มีแนวคิดต่างกัน ซึ่งช่องว่างนี้ก็เกิดขึ้นที่จีน แอฟริกา และตูนิเซีย งานวิจัยบอกว่า การเคลื่อนไหว #MeToo (มีทู) เป็นตัวกระตุ้นสำคัญ ทำให้แนวคิดสตรีนิยม (Feminism) ได้รับความนิยมเพิ่มขึ้นในกลุ่มผู้หญิง พวกเขามีความกล้าที่จะพูดเรื่องความไม่เท่าเทียม การเลือกปฏิบัติโดยไม่เป็นธรรมระหว่างเพศ ซึ่งเป็นเรื่องที่เกิดมายาวนานจนดูกลายเป็นเรื่องปกติในสังคมนั้นๆ หรือแม้แต่ความเกลียดชังต่อผู้หญิง (Misogyny) ก็กลายเป็นเรื่องที่สามารถเกิดขึ้นได้ทั่วไป

การเลือกตั้งประธานาธิบดีปี 2022 ในเกาหลีใต้ ยิ่งทำให้เห็นชัดเจนถึงช่องว่างที่เกิดขึ้น ผู้เลือกตั้งชายจำนวนมากลงเสียงให้พรรคฝ่ายขวา ขณะที่ผู้หญิงก็สนับสนุนพรรคฝ่ายซ้ายอย่างมาก จนดูเป็นการขีดเส้นแบ่งพวกเขาอย่างชัดเจน

ช่องว่างทางความคิดระหว่างชายหญิงที่เกิดขึ้น อีแวนส์มองว่าอาจมีผลกระทบตามมาหลายอย่าง ที่แน่ๆ สังคมกำลังแบ่งเป็น 2 ส่วนชัดเจน รวมถึงอาจทำให้อัตราการแต่งงานลดลง อัตราการเกิดก็ลดลงตามด้วย เพราะคนมีแนวคิดขัดแย้งกัน อย่างที่เกาหลีใต้อัตราเฉลี่ยที่ผู้หญิงคนหนึ่งจะมีลูกเหลืออยู่ประมาณ 0.78% ในปี 2022 ซึ่งถือเป็นอัตราที่ต่ำกว่าประเทศอื่นๆ ในโลก

อ่าน หญิงเสรีนิยม Vs ชายอนุรักษนิยม แนวโน้มอุดมการณ์ของคนเจน Z เพราะความไม่เท่าเทียมทางเพศที่สะสมมานานในสังคม ได้ที่ Mutual

เรื่อง : เพ็ญสินี ธิติธรรมรักษา

#Mutual #FindingCommonGroundInSociety #เรามีพื้นที่ตรงกลางร่วมกัน 🫂🤝💓","[""#MeToo"",""#Mutual"",""#FindingCommonGroundInSociety"",""#เรามีพื้นที่ตรงกลางร่วมกัน""]",2024-02-28,0,23,0,[],neutral
"#share #sign #comment - https://rallystarter.com/rally/1763/hb-272-oms-law

#Repost from @familycourtorderedtrauma @thechildrenarecoming #metoofamilycourt @larsen_striker @dr.cocchiola_coercivecontrol @doctorramani @lalakent @onemomsbattle @nationalsafeparents @om.s_law #thankyou 
#omslaw #om #ommeanspeace #ommosesgandhi #Utah #and #everybody 

#love 
#mom

#familycourt #domesticviolence #survivor #takeaction #changes2024 #changes #bethechange 🙌🏼 #kaydenslaw @kaydenskorner13 @kaydens_law","[""#share"",""#sign"",""#comment"",""#Repost"",""#metoofamilycourt"",""#thankyou"",""#omslaw"",""#om"",""#ommeanspeace"",""#ommosesgandhi"",""#Utah"",""#and"",""#everybody"",""#love"",""#mom"",""#familycourt"",""#domesticviolence"",""#survivor"",""#takeaction"",""#changes2024"",""#changes"",""#bethechange"",""#kaydenslaw""]",2024-02-28,0,7,0,[],positive
"NOTE:Say something if you see something 

#childabuse #childabuseawareness #abuse #domesticviolence #children #mentalhealth #trauma #sexualabuse #emotionalabuse #survivor #humantrafficking #domesticabuse #childabuseprevention #ptsd #stopchildabuse #cptsd #metoo #narcissisticabuse #abusesurvivor #healing #womenempowerment #child #childtrafficking #childabusesurvivor #humanrights #awareness #rapeculture #savethechildren #mentalhealthawareness #narcissist","[""#childabuse"",""#childabuseawareness"",""#abuse"",""#domesticviolence"",""#children"",""#mentalhealth"",""#trauma"",""#sexualabuse"",""#emotionalabuse"",""#survivor"",""#humantrafficking"",""#domesticabuse"",""#childabuseprevention"",""#ptsd"",""#stopchildabuse"",""#cptsd"",""#metoo"",""#narcissisticabuse"",""#abusesurvivor"",""#healing"",""#womenempowerment"",""#child"",""#childtrafficking"",""#childabusesurvivor"",""#humanrights"",""#awareness"",""#rapeculture"",""#savethechildren"",""#mentalhealthawareness"",""#narcissist""]",2024-02-21,1,8,0,"[""ꇙᗴᑎᗪ<ᑭᎥᑕ ♂️4⁷@MeNtAl_.CoMmUnIty""]",neutral
"https://www.biobiochile.cl/noticias/nacional/region-metropolitana/2024/02/27/inician-indagatoria-por-denuncia-de-violacion-a-paciente-sedada-en-el-hospital-del-salvador.shtml

An investigation begins into a complaint of rape of a sedated patient at the Hospital del Salvador in Santiago de Chile

An investigation begins into a complaint of rape of a sedated patient at the Hospital del Salvador.

...

Inician indagatoria por denuncia de violación a paciente sedada en el Hospital del Salvador in Santiago of Chile

Luego de una denuncia revelada en redes sociales, se inició una indagatoria por la presunta violación ocurrida en el Hospital del Salvador, que afectó a una paciente sedada.

#Rapists #Violadores #MeToo #8M #Chile","[""#Rapists"",""#Violadores"",""#MeToo"",""#8M"",""#Chile""]",2024-02-28,0,2,0,[],negative
"#lectureencours #essai #points #feminisme #camillefroidevauxmetterie 

""Maternité et non-désir d'enfant, menstruations et ménopause, apparence et normes esthétiques, sexualité et plaisir… Pour la philosophe Camille Froidevaux-Metterie, cela ne fait aucun doute : la déferlante #MeToo a intensifié le « tournant génital » du féminisme. Relancées par une nouvelle génération de militantes, les thématiques corporelles deviennent les vecteurs d’une nouvelle émancipation au travers de la lutte contre les mécanismes d’objectivation et d’aliénation. Un essai nécessaire qui invite à réinvestir le corps des femmes de manière assumée et engagée."" (Points)","[""#lectureencours"",""#essai"",""#points"",""#feminisme"",""#camillefroidevauxmetterie"",""#MeToo""]",2024-02-28,0,1,0,[],positive
"We're back because this is too important to miss. Listen to Anna, a survivor of teen dating violence telling us what we need to hear, not just in #TDVAM, as @thefeministparent explains in her latest reel (check it out).

As a freshman, Anna was “instantly hooked” by a varsity athlete who made her feel great—until he didn’t. Read her story in Fbomb @womensmediacenter via our highlights or linktree.

Anna wants people to recognize the warning signs of teen dating and how to get help. She recommends the @sashclubs “Teen Dating Violence” Power Topic presentation, via our Power Topics highlight or linktree.

Avoid harms in your personal life and make change using our Power Topics individually or in your SASH Club. Don't have a SASH Club?! All the info to start one is our Start a Club webpage.

Questions? Our DMs are open! More resources @ssaisorg 

#teendatingviolence #tdvam
#sexdiscrimination #titleix #sexualharassment #studentclub #teen #parenting #rapevictim #rapeculture #believe #believesurvivors #sexualassault #students #counseling #teenproblems #lgbtqstudents #metook12 #sashclub #ssais
@brendatracy24 @madnesscafepodcast","[""#TDVAM,"",""#teendatingviolence"",""#tdvam"",""#sexdiscrimination"",""#titleix"",""#sexualharassment"",""#studentclub"",""#teen"",""#parenting"",""#rapevictim"",""#rapeculture"",""#believe"",""#believesurvivors"",""#sexualassault"",""#students"",""#counseling"",""#teenproblems"",""#lgbtqstudents"",""#metook12"",""#sashclub"",""#ssais""]",2024-02-22,0,4,0,[],positive
"Y - 20240228 - it will not happen again, proof of crimes

Proof of crime against humanities, #crimesagainsthumanity malicious blocking of dissidents like me, by meta/facebook/IG and mark zuckerberg - I was adding ""instagram's own account"" itself to this account, the same thing happened when I tried to add leomessi and waynegretzky and others in our list now.
the same also happened when i tried adding piinsu, zuweiii_, joannezheng. All public figures in TW.

They were all on my jcl.prdgmshftr and neoclanomalie accounts in the past whom i could message freely. it would appear IG is trying to block my access to the outside world.

---

a benefit of web3 via vivifier.art & tellurian crypto infrastructure

https://en.wikipedia.org/wiki/Harvey_Weinstein_sexual_abuse_cases

and why the transparency & structure of vivifier web3 contracts, it is applicable not just in the entertainment industry but in every structured organization and why it is an advantage to organize future work by projects, but not organizations with power hierarchies.

#hollywood #bollywood

---

#weinstein #harveyweinstein #metoo #epstein #jeffreyepstein #billgates #melindaandbillgatesfoundation #WEF #rapevictim

---

#jeffbezos #scooterbraun #roachsucker #royallyfuckedup #blackpink

---

#dreamworks #dreamworksanimation #stevenspielberg #zionist #apartheid #genocide

---

#tellurianalliance #deRaconteur #raconteuria #vivifierart #web3 #disintermediation #telluriancryptoinfrastructure

---

©2024-02-24 Nephélya Heliodora of vivifier co - art, fnf, life, mre, & run
©2024-02-24 James C. Lin of deRaconteur & “raconteuria - a FOQNE by sponsored anarchy & absolute democracy”","[""#crimesagainsthumanity"",""#hollywood"",""#bollywood"",""#weinstein"",""#harveyweinstein"",""#metoo"",""#epstein"",""#jeffreyepstein"",""#billgates"",""#melindaandbillgatesfoundation"",""#WEF"",""#rapevictim"",""#jeffbezos"",""#scooterbraun"",""#roachsucker"",""#royallyfuckedup"",""#blackpink"",""#dreamworks"",""#dreamworksanimation"",""#stevenspielberg"",""#zionist"",""#apartheid"",""#genocide"",""#tellurianalliance"",""#deRaconteur"",""#raconteuria"",""#vivifierart"",""#web3"",""#disintermediation"",""#telluriancryptoinfrastructure""]",2024-02-28,0,0,0,[],negative
